dexnum,name,generation,type1,type2,species,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,ev_yield,catch_rate,base_friendship,base_exp,growth_rate,egg_group1,egg_group2,percent_male,percent_female,egg_cycles,special_group
949,육파리,9,Ground,Grass,Woodear Pokemon,1.9,58,Mycelium Might,,,80,70,65,80,120,100,515,2 Sp. Def,90,50,180,Medium Slow,Grass,,50,50,20,Ordinary
950,절벼게,9,Rock,,Ambush Pokemon,1.3,79,Anger Shell,Shell Armor,Regenerator,70,100,115,35,55,75,450,2 Defense,120,50,158,Medium Fast,Water 3,,50,50,35,Ordinary
951,캡싸이,9,Grass,,Spicy Pepper Pokemon,0.3,3,Chlorophyll,Insomnia,Klutz,50,62,40,62,40,50,304,1 Attack,190,50,61,Medium Fast,Grass,,50,50,20,Ordinary
952,스코빌런,9,Grass,Fire,Spicy Pepper Pokemon,0.9,15,Chlorophyll,Insomnia,Moody,65,108,65,108,65,75,486,2 Attack,75,50,170,Medium Fast,Grass,,50,50,20,Ordinary
953,구르데,9,Bug,,Rolling Pokemon,0.2,1,Compound Eyes,Shed Skin,,41,50,60,31,58,30,270,1 Defense,190,50,54,Fast,Bug,,50,50,20,Ordinary
954,베라카스,9,Bug,Psychic,Rolling Pokemon,0.3,3.5,Synchronize,Telepathy,,75,50,85,115,100,45,470,2 Sp. Atk,45,50,165,Fast,Bug,,50,50,20,Ordinary
955,하느라기,9,Psychic,,Frill Pokemon,0.2,1.5,Anticipation,Frisk,Speed Boost,30,35,30,55,30,75,255,1 Speed,120,50,51,Medium Slow,Flying,,50,50,20,Ordinary
956,클레스퍼트라,9,Psychic,,Ostrich Pokemon,1.9,90,Opportunist,Frisk,Speed Boost,95,60,60,101,60,105,481,2 Speed,60,50,168,Medium Slow,Flying,,50,50,20,Ordinary
957,어리짱,9,Fairy,Steel,Metalsmith Pokemon,0.4,8.9,Mold Breaker,Own Tempo,Pickpocket,50,45,45,35,64,58,297,1 Sp. Def,190,50,59,Medium Slow,Fairy,,0,100,20,Ordinary
958,벼리짱,9,Fairy,Steel,Hammer Pokemon,0.7,59.1,Mold Breaker,Own Tempo,Pickpocket,65,55,55,45,82,78,380,2 Sp. Def,90,50,133,Medium Slow,Fairy,,0,100,20,Ordinary
959,두드리짱,9,Fairy,Steel,Hammer Pokemon,0.7,112.8,Mold Breaker,Own Tempo,Pickpocket,85,75,77,70,105,94,506,3 Sp. Def,45,50,253,Medium Slow,Fairy,,0,100,20,Ordinary
960,바다그다,9,Water,,Garden Eel Pokemon,1.2,1.8,Gooey,Rattled,Sand Veil,10,55,25,35,25,95,245,1 Speed,255,50,49,Medium Fast,Water 3,,50,50,20,Ordinary
961,바닥트리오,9,Water,,Garden Eel Pokemon,1.2,5.4,Gooey,Rattled,Sand Veil,35,100,50,50,70,120,425,2 Speed,50,50,149,Medium Fast,Water 3,,50,50,20,Ordinary
962,떨구새,9,Flying,Dark,Item Drop Pokemon,1.5,42.9,Big Pecks,Keen Eye,Rocky Payload,70,103,85,60,85,82,485,2 Attack,25,50,243,Slow,Flying,,50,50,35,Ordinary
963,맨돌핀,9,Water,,Dolphin Pokemon,1.3,60.2,Water Veil,,,70,45,40,45,40,75,315,1 Speed,200,50,63,Slow,Field ,Water 2,50,50,40,Ordinary
964,돌핀맨,9,Water,,Dolphin Pokemon,1.3,60.2,Zero to Hero,,,100,70,72,53,62,100,457,2 HP,45,50,160,Slow,Field ,Water 2,50,50,40,Ordinary
965,부르롱,9,Steel,Poison,Single-Cyl Pokemon,1,35,Overcoat,Slow Start,,45,70,63,30,45,47,300,1 Attack,190,50,60,Medium Fast,Mineral,,50,50,20,Ordinary
966,부르르룸,9,Steel,Poison,Multi-Cyl Pokemon,1.8,120,Overcoat,Filter,,80,119,90,54,67,90,500,2 Attack,75,50,175,Medium Fast,Mineral,,50,50,20,Ordinary
967,모토마,9,Dragon,Normal,Mount Pokemon,1.6,63,Shed Skin,Regenerator,,70,95,65,85,65,121,501,2 Speed,190,50,175,Medium Slow,Field,,50,50,30,Ordinary
968,꿈트렁,9,Steel,,Earthworm Pokemon,2.5,310,Earth Eater,Sand Veil,,70,85,145,60,55,65,480,2 Defense,25,50,240,Slow,Field,,50,50,35,Ordinary
969,초롱순,9,Rock,Poison,Ore Pokemon,0.7,8,Toxic Debris,Corrosion,,48,35,42,105,60,60,350,1 Sp. Atk,70,50,70,Medium Slow,Mineral,,50,50,30,Ordinary
970,킬라플로르,9,Rock,Poison,Ore Pokemon,1.5,45,Toxic Debris,Corrosion,,83,55,90,130,81,86,525,2 Sp. Atk,25,50,184,Medium Slow,Mineral,,50,50,30,Ordinary
971,망망이,9,Ghost,,Ghost Dog Pokemon,0.6,35,Pickup,Fluffy,,50,61,60,30,55,34,290,1 Attack,120,50,58,Medium Slow,Field,,50,50,20,Ordinary
972,묘두기,9,Ghost,,Ghost Dog Pokemon,2,15,Sand Rush,Fluffy,,72,101,100,50,97,68,488,2 Attack,60,50,171,Medium Slow,Field,,50,50,20,Ordinary
973,꼬이밍고,9,Flying,Fighting,Synchronize Pokemon,1.6,37,Scrappy,Tangled Feet,Costar,82,115,74,75,64,90,500,2 Attack,100,50,175,Medium Slow,Flying,,50,50,20,Ordinary
974,터벅고래,9,Ice,,Terra Whale Pokemon,1.2,45,Thick Fat,Snow Cloak,Sheer Force,108,68,45,30,40,43,334,1 HP,150,50,67,Medium Slow,Field,,50,50,25,Ordinary
975,우락고래,9,Ice,,Terra Whale Pokemon,4.5,700,Thick Fat,Slush Rush,Sheer Force,170,113,65,45,55,73,521,2 HP,50,50,182,Medium Slow,Field,,50,50,25,Ordinary
976,가비루사,9,Water,Psychic,Jettison Pokemon,2.5,90,Mold Breaker,Sharpness,,90,102,73,78,65,70,478,2 Attack,100,50,167,Fast,Water 2,,50,50,20,Ordinary
977,어써러셔,9,Water,,Big Catfish Pokemon,12,220,Unaware,Oblivious,Water Veil,150,100,115,65,65,35,530,3 HP,25,50,265,Slow,Water 2,,50,50,40,Ordinary
978,싸리용,9,Dragon,Water,Mimicry Pokemon,0.3,8,Commander,Storm Drain,,68,50,60,120,95,82,475,2 Sp. Atk,100,50,166,Medium Slow,Water 2,,50,50,35,Ordinary
979,저승갓숭,9,Fighting,Ghost,Rage Monkey Pokemon,1.2,56,Vital Spirit,Inner Focus,Defiant,110,115,80,50,90,90,535,3 Attack,45,50,268,Medium Fast,Field,,50,50,20,Ordinary
980,토오,9,Poison,Ground,Spiny Fish Pokemon,1.8,223,Poison Point,Water Absorb,Unaware,130,75,60,45,100,20,430,2 HP,90,50,151,Medium Fast,Field ,Water 1,50,50,20,Ordinary
981,키키링,9,Normal,Psychic,Long Neck Pokemon,3.2,160,Cud Chew,Armor Tail,Sap Sipper,120,90,70,110,70,60,520,3 HP,45,50,260,Medium Fast,Field,,50,50,20,Ordinary
982,노고고치,9,Normal,,Land Snake Pokemon,3.6,39.2,Serene Grace,Run Away,Rattled,125,100,80,85,75,55,520,2 HP,45,50,182,Medium Fast,Field,,50,50,20,Ordinary
983,대도각참,9,Dark,Steel,Big Blade Pokemon,2,120,Defiant,Supreme Overlord,Pressure,100,135,120,60,85,50,550,3 Attack,25,50,275,Medium Fast,Human-Like,,50,50,20,Ordinary
984,위대한엄니,9,Ground,Fighting,Paradox Pokemon,2.2,320,Protosynthesis,,,115,131,131,53,53,87,570,3 Attack,30,0,285,Slow,Undiscovered,,,,50,Ancient Paradox
985,우렁찬꼬리,9,Fairy,Psychic,Paradox Pokemon,1.2,8,Protosynthesis,,,115,65,99,65,115,111,570,3 HP,50,0,285,Slow,Undiscovered,,,,50,Ancient Paradox
986,사나운버섯,9,Grass,Dark,Paradox Pokemon,1.2,21,Protosynthesis,,,111,127,99,79,99,55,570,3 Attack,50,0,285,Slow,Undiscovered,,,,50,Ancient Paradox
987,날개치는머리,9,Ghost,Fairy,Paradox Pokemon,1.4,4,Protosynthesis,,,55,55,55,135,135,135,570,"1 Sp. Atk, 1 Sp. Def, 1 Speed",30,0,285,Slow,Undiscovered,,,,50,Ancient Paradox
988,땅을기는날개,9,Bug,Fighting,Paradox Pokemon,3.2,92,Protosynthesis,,,85,135,79,85,105,81,570,3 Attack,30,0,285,Slow,Undiscovered,,,,50,Ancient Paradox
989,모래털가죽,9,Electric,Ground,Paradox Pokemon,2.3,60,Protosynthesis,,,85,81,97,121,85,101,570,3 Sp. Atk,30,0,285,Slow,Undiscovered,,,,50,Ancient Paradox
990,무쇠바퀴,9,Ground,Steel,Paradox Pokemon,0.9,240,Quark Drive,,,90,112,120,72,70,106,570,3 Defense,30,0,285,Slow,Undiscovered,,,,50,Future Paradox
991,무쇠보따리,9,Ice,Water,Paradox Pokemon,0.6,11,Quark Drive,,,56,80,114,124,60,136,570,3 Speed,50,0,285,Slow,Undiscovered,,,,50,Future Paradox
992,무쇠손,9,Fighting,Electric,Paradox Pokemon,1.8,380.7,Quark Drive,,,154,140,108,50,68,50,570,3 Attack,50,0,285,Slow,Undiscovered,,,,50,Future Paradox
993,무쇠머리,9,Dark,Flying,Paradox Pokemon,1.3,111,Quark Drive,,,94,80,86,122,80,108,570,3 Sp. Atk,30,0,285,Slow,Undiscovered,,,,50,Future Paradox
994,무쇠독나방,9,Fire,Poison,Paradox Pokemon,1.2,36,Quark Drive,,,80,70,60,140,110,110,570,3 Sp. Atk,30,0,285,Slow,Undiscovered,,,,50,Future Paradox
995,무쇠가시,9,Rock,Electric,Paradox Pokemon,1.6,303,Quark Drive,,,100,134,110,70,84,72,570,3 Attack,30,0,285,Slow,Undiscovered,,,,50,Future Paradox
996,드니차,9,Dragon,Ice,Ice Fin Pokemon,0.5,17,Thermal Exchange,Ice Body,,65,75,45,35,45,55,320,1 Attack,45,50,64,Slow,Dragon ,Mineral,50,50,40,Ordinary
997,드니꽁,9,Dragon,Ice,Ice Fin Pokemon,0.8,30,Thermal Exchange,Ice Body,,90,95,66,45,65,62,423,2 Attack,25,50,148,Slow,Dragon ,Mineral,50,50,40,Ordinary
998,드닐레이브,9,Dragon,Ice,Ice Dragon Pokemon,2.1,210,Thermal Exchange,Ice Body,,115,145,92,75,86,87,600,3 Attack,10,50,300,Slow,Dragon ,Mineral,50,50,40,Ordinary
999,모으령,9,Ghost,,Coin Chest Pokemon,0.3,5,Rattled,,,45,30,70,75,70,10,300,1 Sp. Atk,45,50,60,Slow,Undiscovered,,,,50,Ordinary
1000,타부자고,9,Steel,Ghost,Coin Entity Pokemon,1.2,30,Good as Gold,,,87,60,95,133,91,84,550,2 Sp. Atk,45,50,275,Slow,Undiscovered,,,,50,Ordinary
1001,총지엔,9,Dark,Grass,Ruinous Pokemon,1.5,74.2,Tablets of Ruin,,,85,85,100,95,135,70,570,3 Sp. Def,6,0,285,Slow,Undiscovered,,,,50,Legendary
1002,파오젠,9,Dark,Ice,Ruinous Pokemon,1.9,152.2,Sword of Ruin,,,80,120,80,90,65,135,570,3 Speed,6,0,285,Slow,Undiscovered,,,,50,Legendary
1003,딩루,9,Dark,Ground,Ruinous Pokemon,2.7,699.7,Vessel of Ruin,,,155,110,125,55,80,45,570,3 Defense,6,0,285,Slow,Undiscovered,,,,50,Legendary
1004,위유이,9,Dark,Fire,Ruinous Pokemon,0.4,4.9,Beads of Ruin,,,55,80,80,135,120,100,570,3 Sp. Atk,6,0,285,Slow,Undiscovered,,,,50,Legendary
1005,고동치는달,9,Dragon,Dark,Paradox Pokemon,2,380,Protosynthesis,,,105,139,71,55,101,119,590,3 Attack,10,0,295,Slow,Undiscovered,,,,50,Ancient Paradox
1006,무쇠무인,9,Fairy,Fighting,Paradox Pokemon,1.4,35,Quark Drive,,,74,130,90,120,60,116,590,3 Attack,10,0,295,Slow,Undiscovered,,,,50,Future Paradox
1007,코라이돈,9,Fighting,Dragon,Paradox Pokemon,2.5,303,Orichalcum Pulse,,,100,135,115,85,100,135,670,3 Attack,3,0,335,Slow,Undiscovered,,,,50,Legendary
1008,미라이돈,9,Electric,Dragon,Paradox Pokemon,3.5,240,Hadron Engine,,,100,85,100,135,115,135,670,3 Sp. Atk,3,0,335,Slow,Undiscovered,,,,50,Legendary
1009,굽이치는물결,9,Water,Dragon,Paradox Pokemon,3.5,280,Protosynthesis,,,99,83,91,125,83,109,590,3 Sp. Atk,5,????Slow,Undiscovered,,,,??Ancient Paradox,,,
1010,무쇠잎새,9,Grass,Psychic,Paradox Pokemon,1.5,125,Quark Drive,,,90,130,88,70,108,104,590,3 Attack,5,????Slow,Undiscovered,,,,??Future Paradox,,,
1011,과미르,9,Grass,Dragon,Candy Apple Pokemon,0.4,4.4,Supersweet Syrup,Gluttony,Sticky Hold,80,80,110,95,80,40,485,2 Defense,45,????Erratic,Dragon ,Grass,50,50,??Ordinary,,,
1012,차데스,9,Grass,Ghost,Matcha Pokemon,0.1,1.1,Hospitality,Heatproof,,40,45,45,74,54,50,308,1 Sp. Atk,120,????Medium Fast,Amorphous ,Mineral,,,??Ordinary,,,
1013,그우린차,9,Grass,Ghost,Matcha Pokemon,0.2,2.2,Hospitality,Heatproof,,71,60,106,121,80,70,508,2 Sp. Atk,60,????Medium Fast,Amorphous ,Mineral,,,??Ordinary,,,
1014,조타구,9,Poison,Fighting,Retainer Pokemon,1.8,92,Toxic Chain,Guard Dog,,88,128,115,58,86,80,555,3 Attack,3,????Slow,Undiscovered,,100,0,??Legendary,,,
1015,이야후,9,Poison,Psychic,Retainer Pokemon,1,12.2,Toxic Chain,Frisk,,88,75,66,130,90,106,555,3 Sp. Atk,3,????Slow,Undiscovered,,100,0,??Legendary,,,
1016,기로치,9,Poison,Fairy,Retainer Pokemon,1.4,30.1,Toxic Chain,Technician,,88,91,82,70,125,99,555,3 Sp. Def,3,????Slow,Undiscovered,,100,0,??Legendary,,,
1017,오거폰,9,Grass,,Mask Pokemon,1.2,39.8,Defiant,Embody Aspect,,80,120,84,60,96,110,550,3 Attack,5,????Slow,Undiscovered,,0,100,??Legendary,,,
1018,브리두라스,9,Steel,Dragon,Alloy Pokemon,2,60,Stamina,Sturdy,Stalwart,90,105,130,125,65,85,600,3 Defense,10,????Medium Fast,Dragon ,Mineral,50,50,??Ordinary,,,
1019,과미드라,9,Grass,Dragon,??1.8,93,Supersweet Syrup,Regenerator,Sticky Hold,106,80,110,120,80,44,540,3 Sp. Atk,10,????Erratic,Dragon ,Grass,50,50,??Ordinary,,,,
1020,꿰뚫는화염,9,Fire,Dragon,Paradox Pokemon,3.5,590,Protosynthesis,,,105,115,121,65,93,91,590,3 Defense,10,????Slow,Undiscovered,,,,??Ancient Paradox,,,
1021,날뛰는우레,9,Electric,Dragon,Paradox Pokemon,5.2,480,Protosynthesis,,,125,73,91,137,89,75,590,3 Sp. Atk,10,????Slow,Undiscovered,,,,??Ancient Paradox,,,
1022,무쇠암석,9,Rock,Psychic,Paradox Pokemon,1.5,162.5,Quark Drive,,,90,120,80,68,108,124,590,3 Speed,10,????Slow,Undiscovered,,,,??Future Paradox,,,
1023,무쇠감투,9,Steel,Psychic,Paradox Pokemon,1.6,156,Quark Drive,,,90,72,100,122,108,98,590,3 Sp. Atk,10,????Slow,Undiscovered,,,,??Future Paradox,,,
1024,테라파고스,9,Normal,,Tera Pokemon,0.2,6.5,Tera Shift,,,90,65,85,65,85,60,450,1 Defense,255,????Slow,Undiscovered,,50,50,??Legendary,,,
1025,복숭악동,9,Poison,Ghost,Subjugation Pokemon,0.3,0.3,Poison Puppeteer,,,88,88,160,88,88,88,600,3 Defense,3,????Slow,Undiscovered,,,,??Mythical,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
